CaseNum,Status,Date,Generated_at,Status_Short
1990203909,Notice Explaining USCIS Actions Was Mailed,"August 10, 2021",,9-Others
1990203912,Notice Explaining USCIS Actions Was Mailed,"August 10, 2021",,9-Others
1990226177,RFE Responded,"August 10, 2021",,2a-RFE
1990302542,Case Was Transferred,"August 10, 2021",,0-Received
1990302548,Case Was Transferred,"August 10, 2021",,0-Received
1990307428,RFE Responded,"August 10, 2021",,2a-RFE
1990320357,Card Was Delivered,"August 10, 2021",,4-Approved
1990338426,New Card Is Being Produced,"August 10, 2021",,4-Approved
1990338429,New Card Is Being Produced,"August 10, 2021",,4-Approved
1990338432,New Card Is Being Produced,"August 10, 2021",,4-Approved
1990338435,New Card Is Being Produced,"August 10, 2021",,4-Approved
1990009809,New Card Is Being Produced,"August 11, 2021",,4-Approved
1990300070,New Card Is Being Produced,"August 11, 2021",,4-Approved
1990300073,New Card Is Being Produced,"August 11, 2021",,4-Approved
1990300076,New Card Is Being Produced,"August 11, 2021",,4-Approved
1990303921,RFE Responded,"August 10, 2021",,2a-RFE
1990303924,RFE Responded,"August 10, 2021",,2a-RFE
1990303927,RFE Responded,"August 10, 2021",,2a-RFE
1990297373,RFE Sent,"August 11, 2021",,2a-RFE
1990315782,New Card Is Being Produced,"August 11, 2021",,4-Approved
1990315784,New Card Is Being Produced,"August 11, 2021",,4-Approved
1990323738,Case Was Approved,"August 11, 2021",,4-Approved
1990338426,Case Was Approved,"August 11, 2021",,4-Approved
1990338429,Case Was Approved,"August 11, 2021",,4-Approved
1990338432,Case Was Approved,"August 11, 2021",,4-Approved
1990338435,Case Was Approved,"August 11, 2021",,4-Approved
1990009809,Case Was Approved,"August 12, 2021",,4-Approved
1990143451,Interview Was Completed,"August 13, 2021",,3-Interview
1990300070,Case Was Approved,"August 12, 2021",,4-Approved
1990300073,Case Was Approved,"August 12, 2021",,4-Approved
1990300076,Case Was Approved,"August 12, 2021",,4-Approved
1990315782,Case Was Approved,"August 12, 2021",,4-Approved
1990315784,Case Was Approved,"August 12, 2021",,4-Approved
1990338426,Card Was Mailed To Me,"August 12, 2021",,4-Approved
1990338429,Card Was Mailed To Me,"August 12, 2021",,4-Approved
1990338432,Card Was Mailed To Me,"August 12, 2021",,4-Approved
1990338435,Card Was Mailed To Me,"August 12, 2021",,4-Approved
1990009809,Card Was Mailed To Me,"August 13, 2021",,4-Approved
1990300070,Card Was Mailed To Me,"August 13, 2021",,4-Approved
1990300073,Card Was Mailed To Me,"August 13, 2021",,4-Approved
1990300076,Card Was Mailed To Me,"August 13, 2021",,4-Approved
1990173227,New Card Is Being Produced,"August 16, 2021",,4-Approved
1990173230,New Card Is Being Produced,"August 16, 2021",,4-Approved
1990173233,New Card Is Being Produced,"August 16, 2021",,4-Approved
1990270781,Interview Was Ready,"August 16, 2021",,3-Interview
1990303921,New Card Is Being Produced,"August 16, 2021",,4-Approved
1990303924,New Card Is Being Produced,"August 16, 2021",,4-Approved
1990303927,New Card Is Being Produced,"August 16, 2021",,4-Approved
1990315782,Card Was Mailed To Me,"August 16, 2021",,4-Approved
1990315784,Card Was Mailed To Me,"August 16, 2021",,4-Approved
1990321380,Notice Returned,"August 17, 2021",,9-Others
1990321382,Notice Returned,"August 17, 2021",,9-Others
1990321384,Notice Returned,"August 17, 2021",,9-Others
1990321386,Notice Returned,"August 17, 2021",,9-Others
1990337213,RFE Sent,"August 16, 2021",,2a-RFE
1990338426,Card Was Delivered,"August 16, 2021",,4-Approved
1990338429,Card Was Delivered,"August 16, 2021",,4-Approved
1990338432,Card Was Delivered,"August 16, 2021",,4-Approved
1990338435,Card Was Delivered,"August 16, 2021",,4-Approved
1990173227,Case Was Approved,"August 17, 2021",,4-Approved
1990173230,Case Was Approved,"August 17, 2021",,4-Approved
1990173233,Case Was Approved,"August 17, 2021",,4-Approved
1990302576,New Card Is Being Produced,"August 17, 2021",,4-Approved
1990302579,New Card Is Being Produced,"August 17, 2021",,4-Approved
1990302582,New Card Is Being Produced,"August 17, 2021",,4-Approved
1990302584,New Card Is Being Produced,"August 17, 2021",,4-Approved
1990303921,Case Was Approved,"August 17, 2021",,4-Approved
1990303924,Case Was Approved,"August 17, 2021",,4-Approved
1990303927,Case Was Approved,"August 17, 2021",,4-Approved
1990009809,Card Was Delivered,"August 18, 2021",,4-Approved
1990162357,RFE Responded,"August 18, 2021",,2a-RFE
1990173227,Card Was Mailed To Me,"August 18, 2021",,4-Approved
1990173230,Card Was Mailed To Me,"August 18, 2021",,4-Approved
1990173233,Card Was Mailed To Me,"August 18, 2021",,4-Approved
1990250010,RFE Responded,"August 18, 2021",,2a-RFE
1990250013,RFE Responded,"August 18, 2021",,2a-RFE
1990260656,RFE Responded,"August 18, 2021",,2a-RFE
1990284805,Case Was Approved,"August 18, 2021",,4-Approved
1990288109,Expedite Request Received,"August 18, 2021",,2b-Expedite
1990300070,Card Was Delivered,"August 18, 2021",,4-Approved
1990300073,Card Was Delivered,"August 18, 2021",,4-Approved
1990300076,Card Was Delivered,"August 18, 2021",,4-Approved
1990302576,Case Was Approved,"August 18, 2021",,4-Approved
1990302579,Case Was Approved,"August 18, 2021",,4-Approved
1990302582,Case Was Approved,"August 18, 2021",,4-Approved
1990302584,Case Was Approved,"August 18, 2021",,4-Approved
1990312000,Interview Was Ready,"August 18, 2021",,3-Interview
1990315782,Card Was Delivered,"August 18, 2021",,4-Approved
1990315784,Card Was Delivered,"August 18, 2021",,4-Approved
1990303921,Card Was Mailed To Me,"August 19, 2021",,4-Approved
1990303924,Card Was Mailed To Me,"August 19, 2021",,4-Approved
1990303927,Card Was Mailed To Me,"August 19, 2021",,4-Approved
1990304295,RFE Responded,"August 19, 2021",,2a-RFE
1990317053,RFE Responded,"August 19, 2021",,2a-RFE
1990325461,Withdrawal Acknowledged,"August 19, 2021",,7-Withdrawn
1990326930,RFE Responded,"August 19, 2021",,2a-RFE
1990326933,RFE Responded,"August 19, 2021",,2a-RFE
1990250010,Name Was Updated,"August 20, 2021",,2c-UpdateInfo
1990250013,Name Was Updated,"August 20, 2021",,2c-UpdateInfo
1990302576,Card Was Mailed To Me,"August 20, 2021",,4-Approved
1990302579,Card Was Mailed To Me,"August 20, 2021",,4-Approved
1990302582,Card Was Mailed To Me,"August 20, 2021",,4-Approved
1990302584,Card Was Mailed To Me,"August 20, 2021",,4-Approved
1990307428,New Card Is Being Produced,"August 20, 2021",,4-Approved
1990334218,RFE Responded,"August 20, 2021",,2a-RFE
1990334221,RFE Responded,"August 20, 2021",,2a-RFE
1990173227,Card Was Delivered,"August 21, 2021",,4-Approved
1990173230,Card Was Delivered,"August 21, 2021",,4-Approved
1990173233,Card Was Delivered,"August 21, 2021",,4-Approved
1990270781,Interview Was Scheduled,"August 23, 2021",,3-Interview
1990303921,Card Was Delivered,"August 23, 2021",,4-Approved
1990303924,Card Was Delivered,"August 23, 2021",,4-Approved
1990303927,Card Was Delivered,"August 23, 2021",,4-Approved
1990338423,New Card Is Being Produced,"August 23, 2021",,4-Approved
1990212739,RFE Responded,"August 23, 2021",,2a-RFE
1990212742,RFE Responded,"August 23, 2021",,2a-RFE
1990014406,New Card Is Being Produced,"August 24, 2021",,4-Approved
1990049351,Document Was Mailed,"August 25, 2021",,9-Others
1990212739,Name Was Updated,"August 25, 2021",,2c-UpdateInfo
1990212742,Name Was Updated,"August 25, 2021",,2c-UpdateInfo
1990226177,New Card Is Being Produced,"August 24, 2021",,4-Approved
1990309808,New Card Is Being Produced,"August 24, 2021",,4-Approved
1990309811,New Card Is Being Produced,"August 24, 2021",,4-Approved
1990323714,RFE Responded,"August 24, 2021",,2a-RFE
1990323716,RFE Responded,"August 24, 2021",,2a-RFE
1990323726,RFE Responded,"August 24, 2021",,2a-RFE
1990328207,RFE Responded,"August 24, 2021",,2a-RFE
1990014406,Case Was Approved,"August 25, 2021",,4-Approved
1990193971,New Card Is Being Produced,"August 25, 2021",,4-Approved
1990193974,New Card Is Being Produced,"August 25, 2021",,4-Approved
1990302576,Card Was Delivered,"August 25, 2021",,4-Approved
1990302579,Card Was Delivered,"August 25, 2021",,4-Approved
1990302582,Card Was Delivered,"August 25, 2021",,4-Approved
1990302584,Card Was Delivered,"August 25, 2021",,4-Approved
1990309808,Case Was Approved,"August 25, 2021",,4-Approved
1990309811,Case Was Approved,"August 25, 2021",,4-Approved
1990312942,RFE Responded,"August 25, 2021",,2a-RFE
1990318214,RFE Responded,"August 25, 2021",,2a-RFE
1990323712,RFE Responded,"August 25, 2021",,2a-RFE
1990323720,RFE Responded,"August 25, 2021",,2a-RFE
1990323724,RFE Responded,"August 25, 2021",,2a-RFE
1990338423,Card Was Mailed To Me,"August 25, 2021",,4-Approved
1990136241,Interview Was Completed,"August 27, 2021",,3-Interview
1990193971,Case Was Approved,"August 26, 2021",,4-Approved
1990193974,Case Was Approved,"August 26, 2021",,4-Approved
1990226177,Case Was Approved,"August 26, 2021",,4-Approved
1990284805,Card Was Delivered,"August 26, 2021",,4-Approved
1990304295,New Card Is Being Produced,"August 26, 2021",,4-Approved
1990307428,Case Was Approved,"August 26, 2021",,4-Approved
1990326930,New Card Is Being Produced,"August 26, 2021",,4-Approved
1990326933,New Card Is Being Produced,"August 26, 2021",,4-Approved
1990335119,RFE Responded,"August 26, 2021",,2a-RFE
1990335121,RFE Responded,"August 26, 2021",,2a-RFE
1990008039,New Card Is Being Produced,"August 27, 2021",,4-Approved
1990014406,Card Was Mailed To Me,"August 27, 2021",,4-Approved
1990122651,Expedite Request Denied,"August 27, 2021",,2b-Expedite
